t_sec,iter,Fx_1,Fy_1,Fz_1,Mx_1,My_1,Mz_1
0.280563,360,-0.003598,0.011877,-0.824744,-0.001415,-0.000127,0.000225
0.281553,361,0.017402,0.045877,-0.836744,-0.001585,5.3e-05,0.000805
0.282337,362,0.020402,0.026877,-0.824744,-0.001495,0.000113,0.000395
0.283281,363,0.006402,0.006877,-0.873744,-0.001585,2.3e-05,0.000695
0.284266,364,0.004402,0.010877,-0.837744,-0.001525,-7e-06,0.000565
0.285246,365,-0.000598,0.004877,-0.832744,-0.001525,-8.7e-05,0.000955
0.286224,366,-0.006598,0.020877,-0.800744,-0.001515,-8.7e-05,0.000585
0.287216,367,0.006402,0.008877,-0.788744,-0.001525,-1.7e-05,0.000485
0.288199,368,-0.001598,0.015877,-0.809744,-0.001545,-8.7e-05,0.001025
0.289174,369,0.025402,0.010877,-0.818744,-0.001515,9.3e-05,0.000515
0.29016,370,0.037402,0.021877,-0.803744,-0.001455,0.000183,0.000165
0.291209,371,0.018402,0.052877,-0.823744,-0.001475,0.000113,0.000165
0.292137,372,0.006402,0.024877,-0.824744,-0.001495,-7e-06,0.000665
0.292841,373,0.004402,0.020877,-0.854744,-0.001435,3e-06,0.000755
0.293571,374,0.004402,0.020877,-0.854744,-0.001435,3e-06,0.000755
0.294305,375,0.007402,-0.001123,-0.828744,-0.001465,6.3e-05,0.000375
0.295041,376,0.014402,0.012877,-0.831744,-0.001555,2.3e-05,-5e-06
0.295777,377,0.010402,0.032877,-0.831744,-0.001645,1.3e-05,4.5e-05
0.296512,378,0.010402,0.032877,-0.831744,-0.001645,1.3e-05,4.5e-05
0.297251,379,0.007402,0.022877,-0.849744,-0.001685,-3.7e-05,0.001205
0.298245,380,0.010402,0.021877,-0.836744,-0.001465,1.3e-05,0.000475
0.299227,381,0.016402,0.016877,-0.844744,-0.001535,0.000103,0.000665
0.300349,382,0.032402,-0.000123,-0.871744,-0.001585,0.000253,0.000265
0.301422,383,0.017402,0.020877,-0.858744,-0.001585,0.000103,0.000155
0.302407,384,0.005402,0.029877,-0.800744,-0.001475,3.3e-05,0.000245
0.303364,385,0.010402,0.017877,-0.857744,-0.001565,0.000193,0.000725
0.304335,386,0.005402,0.022877,-0.846744,-0.001635,2.3e-05,0.001065
0.305068,387,0.033402,0.025877,-0.835744,-0.001565,0.000143,0.000505
0.305784,388,0.028402,0.023877,-0.838744,-0.001625,0.000203,0.000485
0.306519,389,0.028402,0.023877,-0.838744,-0.001625,0.000203,0.000485
0.307244,390,0.024402,-0.001123,-0.881744,-0.001585,9.3e-05,0.000395
0.308225,391,0.023402,0.009877,-0.852744,-0.001525,8.3e-05,0.000405
0.309214,392,0.025402,0.010877,-0.871744,-0.001475,0.000183,0.000265
0.309938,393,0.008402,0.018877,-0.851744,-0.001625,2.3e-05,0.000745
0.310672,394,-0.000598,0.020877,-0.823744,-0.001535,-1.7e-05,0.000845
0.311412,395,-0.000598,0.020877,-0.823744,-0.001535,-1.7e-05,0.000845
0.312144,396,0.014402,-0.000123,-0.857744,-0.001485,5.3e-05,0.000885
0.31289,397,0.009402,0.014877,-0.843744,-0.001565,0.000163,0.000835
0.31363,398,0.009402,0.014877,-0.843744,-0.001565,0.000163,0.000835
0.314372,399,0.015402,0.015877,-0.859744,-0.001625,2.3e-05,0.000675
0.315102,400,0.026402,0.018877,-0.863744,-0.001515,0.000123,0.000325
0.316101,401,0.019402,0.013877,-0.874744,-0.001485,2.3e-05,0.000865
0.316828,402,0.007402,-0.001123,-0.855744,-0.001415,-4.7e-05,0.000345
0.31757,403,0.007402,-0.001123,-0.855744,-0.001415,-4.7e-05,0.000345
0.318323,404,-0.002598,0.021877,-0.819744,-0.001545,-7.7e-05,0.000215
0.319298,405,0.022402,0.011877,-0.863744,-0.001595,-1.7e-05,2.5e-05
0.320286,406,0.028402,0.014877,-0.856744,-0.001545,1.3e-05,0.000515
0.321235,407,0.014402,0.008877,-0.862744,-0.001555,1.3e-05,0.000345
0.322213,408,-0.005598,0.012877,-0.857744,-0.001625,-1.7e-05,0.000105
0.32319,409,0.025402,0.021877,-0.831744,-0.001575,1.3e-05,0.000955
0.323912,410,0.017402,0.018877,-0.838744,-0.001705,4.3e-05,0.000165
0.324677,411,0.009402,0.032877,-0.863744,-0.001715,-2.7e-05,4.5e-05
0.325387,412,0.009402,0.032877,-0.863744,-0.001715,-2.7e-05,4.5e-05
0.326108,413,0.020402,0.023877,-0.866744,-0.001645,5.3e-05,0.000455
0.326833,414,0.023402,0.022877,-0.867744,-0.001685,0.000113,0.000485
0.327563,415,0.023402,0.022877,-0.867744,-0.001685,0.000113,0.000485
0.328341,416,-0.004598,0.017877,-0.881744,-0.001585,-6.7e-05,0.000215
0.329014,417,-0.002598,0.007877,-0.870744,-0.001695,-6.7e-05,0.000895
0.329773,418,0.000402,0.019877,-0.891744,-0.001645,-4.7e-05,0.000745
0.33049,419,0.000402,0.019877,-0.891744,-0.001645,-4.7e-05,0.000745
0.331216,420,0.002402,0.016877,-0.864744,-0.001585,-4.7e-05,0.000885
0.332202,421,0.006402,0.028877,-0.889744,-0.001645,1.3e-05,0.000565
0.332935,422,0.001402,0.021877,-0.849744,-0.001535,-4.7e-05,0.000255
0.333685,423,0.010402,0.024877,-0.854744,-0.001715,-7.7e-05,0.000405
0.334414,424,0.010402,0.024877,-0.854744,-0.001715,-7.7e-05,0.000405
0.335172,425,0.025402,0.011877,-0.873744,-0.001375,-2.7e-05,0.000595
0.335888,426,0.019402,0.030877,-0.885744,-0.001675,8.3e-05,0.000655
0.336625,427,0.014402,0.027877,-0.874744,-0.001595,1.3e-05,9.5e-05
0.337398,428,0.014402,0.027877,-0.874744,-0.001595,1.3e-05,9.5e-05
0.338158,429,-0.003598,0.015877,-0.892744,-0.001595,-4.7e-05,0.000405
0.338844,430,0.014402,0.003877,-0.873744,-0.001525,4.3e-05,0.000545
0.339602,431,0.014402,0.003877,-0.873744,-0.001525,4.3e-05,0.000545
0.340331,432,0.014402,0.016877,-0.875744,-0.001585,4.3e-05,0.000705
0.341055,433,0.007402,0.024877,-0.885744,-0.001675,9.3e-05,0.000295
0.341787,434,-0.004598,0.034877,-0.893744,-0.001645,4.3e-05,0.000705
0.342531,435,-0.004598,0.034877,-0.893744,-0.001645,4.3e-05,0.000705
0.343282,436,0.010402,0.036877,-0.900744,-0.001635,9.3e-05,0.000395
0.344246,437,0.005402,0.028877,-0.884744,-0.001595,-0.000177,0.000405
0.345224,438,-0.007598,0.016877,-0.891744,-0.001575,-5.7e-05,5e-06
0.346198,439,0.006402,0.002877,-0.889744,-0.001515,-6.7e-05,0.000135
0.346933,440,-0.000598,0.013877,-0.871744,-0.001625,-6.7e-05,0.000845
0.347669,441,0.013402,0.013877,-0.890744,-0.001545,3e-06,0.000575
0.348393,442,0.013402,0.013877,-0.890744,-0.001545,3e-06,0.000575
0.349282,443,0.007402,0.007877,-0.885744,-0.001595,-1.7e-05,-8.5e-05
0.350243,444,0.013402,0.029877,-0.880744,-0.001605,1.3e-05,0.000275
0.351201,445,0.007402,0.013877,-0.916744,-0.001535,-8.7e-05,0.000535
0.352174,446,0.030402,0.039877,-0.922744,-0.001755,0.000213,0.000605
0.352903,447,0.026402,0.021877,-0.869744,-0.001605,0.000153,0.000215
0.353628,448,0.014402,0.008877,-0.902744,-0.001535,4.3e-05,-0.000165
0.354372,449,0.014402,0.008877,-0.902744,-0.001535,4.3e-05,-0.000165
0.355096,450,0.010402,0.035877,-0.905744,-0.001715,-4.7e-05,-0.000215
0.355827,451,-0.017598,0.018877,-0.886744,-0.001625,-9.7e-05,0.000195
0.356558,452,-0.017598,0.018877,-0.886744,-0.001625,-9.7e-05,0.000195
0.357281,453,0.013402,0.020877,-0.848744,-0.001555,6.3e-05,0.000625
0.358011,454,0.019402,0.026877,-0.871744,-0.001665,2.3e-05,0.000555
0.358757,455,0.002402,0.034877,-0.876744,-0.001675,2.3e-05,0.000385
0.359492,456,0.002402,0.034877,-0.876744,-0.001675,2.3e-05,0.000385
0.360226,457,0.020402,0.037877,-0.875744,-0.001585,0.000163,0.000485
0.360949,458,0.016402,0.030877,-0.892744,-0.001625,2.3e-05,0.000325
0.361684,459,0.021402,0.018877,-0.884744,-0.001605,0.000193,0.000235
0.362419,460,0.021402,0.018877,-0.884744,-0.001605,0.000193,0.000235
0.36316,461,0.016402,0.003877,-0.872744,-0.001485,0.000143,0.000125
0.363888,462,0.005402,0.028877,-0.850744,-0.001645,-7.7e-05,0.000815
0.364634,463,0.011402,0.029877,-0.850744,-0.001615,-7e-06,0.000575
0.365374,464,0.011402,0.029877,-0.850744,-0.001615,-7e-06,0.000575
0.366102,465,-0.001598,0.014877,-0.888744,-0.001625,-9.7e-05,0.000135
0.366839,466,0.004402,0.022877,-0.895744,-0.001625,3.3e-05,-0.000265
0.367568,467,0.004402,0.022877,-0.895744,-0.001625,3.3e-05,-0.000265
0.368333,468,0.014402,0.034877,-0.897744,-0.001595,4.3e-05,0.000555
0.369023,469,0.018402,0.016877,-0.888744,-0.001635,0.000123,0.000215
0.369748,470,0.014402,0.029877,-0.881744,-0.001615,-2.7e-05,0.000695
0.370483,471,0.014402,0.029877,-0.881744,-0.001615,-2.7e-05,0.000695
0.371215,472,0.008402,0.026877,-0.865744,-0.001685,6.3e-05,0.000535
0.371962,473,0.013402,0.049877,-0.867744,-0.001685,1.3e-05,0.000465
0.372732,474,0.001402,0.030877,-0.887744,-0.001625,-0.000147,0.000155
0.373463,475,0.001402,0.030877,-0.887744,-0.001625,-0.000147,0.000155
0.374185,476,0.027402,0.029877,-0.894744,-0.001695,0.000203,0.000685
0.374921,477,0.026402,0.011877,-0.901744,-0.001535,2.3e-05,0.000465
0.375661,478,-0.007598,0.030877,-0.907744,-0.001625,-8.7e-05,0.000255
0.376398,479,-0.007598,0.030877,-0.907744,-0.001625,-8.7e-05,0.000255
0.377145,480,0.025402,0.017877,-0.911744,-0.001475,-3.7e-05,0.000505
0.377882,481,0.011402,0.014877,-0.936744,-0.001625,-1.7e-05,0.000295
0.378593,482,0.011402,0.014877,-0.936744,-0.001625,-1.7e-05,0.000295
0.379324,483,-0.010598,0.028877,-0.896744,-0.001625,-5.7e-05,0.000395
0.38006,484,0.000402,0.028877,-0.889744,-0.001765,3.3e-05,0.000345
0.380794,485,0.011402,0.012877,-0.907744,-0.001675,0.000103,0.000905
0.381529,486,0.011402,0.012877,-0.907744,-0.001675,0.000103,0.000905
0.382266,487,0.000402,0.022877,-0.912744,-0.001685,-5.7e-05,0.000475
0.382998,488,0.025402,0.050877,-0.906744,-0.001895,3e-06,0.000495
0.383733,489,0.005402,0.030877,-0.897744,-0.001635,-7.7e-05,0.000805
0.384474,490,0.005402,0.030877,-0.897744,-0.001635,-7.7e-05,0.000805
0.385212,491,0.018402,0.036877,-0.897744,-0.001745,9.3e-05,0.000405
0.385948,492,0.012402,0.018877,-0.920744,-0.001485,-9.7e-05,0.000315
0.386685,493,0.014402,0.022877,-0.891744,-0.001595,-2.7e-05,-0.000345
0.387427,494,0.014402,0.022877,-0.891744,-0.001595,-2.7e-05,-0.000345
0.388165,495,-0.011598,0.016877,-0.872744,-0.001505,-0.000147,0.000265
0.388906,496,-0.000598,0.051877,-0.911744,-0.001725,-0.000127,0.000445
0.389648,497,0.004402,0.025877,-0.910744,-0.001665,-1.7e-05,4.5e-05
0.390387,498,0.004402,0.025877,-0.910744,-0.001665,-1.7e-05,4.5e-05
0.391131,499,0.021402,0.013877,-0.907744,-0.001605,3.3e-05,-6.5e-05
0.391849,500,0.006402,0.013877,-0.928744,-0.001585,1.3e-05,6.5e-05
0.392588,501,0.006402,0.013877,-0.928744,-0.001585,1.3e-05,6.5e-05
0.393325,502,-0.001598,0.042877,-0.941744,-0.001645,4.3e-05,0.000455
0.394054,503,0.003402,0.027877,-0.914744,-0.001665,-3.7e-05,0.000465
0.394773,504,0.012402,0.029877,-0.915744,-0.001745,-3.7e-05,0.000145
0.39551,505,0.012402,0.029877,-0.915744,-0.001745,-3.7e-05,0.000145
0.396242,506,-0.000598,0.023877,-0.917744,-0.001515,-8.7e-05,0.000205
0.397232,507,0.004402,0.041877,-0.926744,-0.001585,9.3e-05,0.000475
0.398218,508,0.010402,0.017877,-0.925744,-0.001545,8.3e-05,0.000275
0.399204,509,0.010402,0.011877,-0.963744,-0.001565,2.3e-05,0.000725
0.399945,510,0.011402,0.033877,-0.940744,-0.001645,7.3e-05,0.000925
0.400686,511,0.013402,0.025877,-0.906744,-0.001615,7.3e-05,5e-06
0.401428,512,0.013402,0.025877,-0.906744,-0.001615,7.3e-05,5e-06
0.402166,513,-0.000598,0.020877,-0.921744,-0.001605,-7.7e-05,0.000115
0.402898,514,-0.006598,-0.000123,-0.959744,-0.001575,5.3e-05,0.000335
0.403624,515,-0.006598,-0.000123,-0.959744,-0.001575,5.3e-05,0.000335
0.404355,516,-0.008598,0.021877,-0.951744,-0.001645,3.3e-05,0.000275
0.405099,517,0.001402,0.033877,-0.926744,-0.001775,1.3e-05,0.000425
0.405826,518,0.017402,0.029877,-0.917744,-0.001615,0.000103,0.000425
0.406568,519,0.017402,0.029877,-0.917744,-0.001615,0.000103,0.000425
0.407281,520,0.007402,0.035877,-0.877744,-0.001695,3e-06,0.000145
0.408014,521,0.016402,0.043877,-0.912744,-0.001745,-3.7e-05,0.000415
0.408764,522,-0.007598,0.018877,-0.921744,-0.001705,-1.7e-05,0.000995
0.409464,523,-0.007598,0.018877,-0.921744,-0.001705,-1.7e-05,0.000995
0.410177,524,-0.010598,0.044877,-0.899744,-0.001625,1.3e-05,0.000835
0.41091,525,0.017402,0.030877,-0.927744,-0.001745,-2.7e-05,0.000625
0.411645,526,0.019402,0.020877,-0.955744,-0.001685,3.3e-05,0.001265
0.412379,527,0.019402,0.020877,-0.955744,-0.001685,3.3e-05,0.001265
0.413112,528,0.016402,0.008877,-0.962744,-0.001675,-5.7e-05,0.000825
0.413851,529,-0.002598,0.053877,-0.946744,-0.001635,-1.7e-05,0.000785
0.41459,530,-0.002598,0.053877,-0.946744,-0.001635,-1.7e-05,0.000785
0.41532,531,0.011402,0.034877,-0.934744,-0.001625,-7e-06,0.000535
0.416051,532,0.036402,0.039877,-0.941744,-0.001565,0.000113,0.000515
0.416789,533,0.022402,0.030877,-0.951744,-0.001615,-6.7e-05,0.000435
0.417524,534,0.022402,0.030877,-0.951744,-0.001615,-6.7e-05,0.000435
0.418261,535,0.021402,0.034877,-0.918744,-0.001805,-4.7e-05,0.000605
0.418991,536,0.019402,0.026877,-0.947744,-0.001645,-7e-06,-0.000155
0.419729,537,0.017402,0.032877,-0.940744,-0.001675,7.3e-05,0.000765
0.420465,538,0.017402,0.032877,-0.940744,-0.001675,7.3e-05,0.000765
0.421199,539,0.032402,0.044877,-0.927744,-0.001625,0.000113,-0.000145
0.42194,540,0.012402,0.036877,-0.931744,-0.001565,1.3e-05,-0.000155
0.422725,541,0.013402,0.047877,-0.964744,-0.001665,-7.7e-05,8.5e-05
0.423436,542,0.013402,0.047877,-0.964744,-0.001665,-7.7e-05,8.5e-05
0.424148,543,0.012402,0.026877,-0.927744,-0.001665,3e-06,0.000835
0.424884,544,0.019402,0.016877,-0.942744,-0.001685,0.000133,0.000645
0.425611,545,0.011402,0.017877,-0.931744,-0.001735,2.3e-05,0.000115
0.426348,546,0.011402,0.017877,-0.931744,-0.001735,2.3e-05,0.000115
0.427078,547,0.018402,0.028877,-0.954744,-0.001595,-7e-06,0.000415
0.427812,548,-0.000598,0.044877,-0.906744,-0.001625,-5.7e-05,0.000535
0.428554,549,-0.000598,0.044877,-0.906744,-0.001625,-5.7e-05,0.000535
0.429327,550,0.007402,0.025877,-0.916744,-0.001625,-0.000137,0.000405
0.430049,551,-0.003598,0.027877,-0.950744,-0.001675,-9.7e-05,0.000585
0.430793,552,0.000402,0.032877,-0.935744,-0.001685,-6.7e-05,0.000245
0.431525,553,0.000402,0.032877,-0.935744,-0.001685,-6.7e-05,0.000245
0.432265,554,0.019402,0.028877,-0.893744,-0.001625,-1.7e-05,0.000465
0.433001,555,0.024402,0.051877,-0.917744,-0.001805,-2.7e-05,0.000775
0.433741,556,0.015402,0.057877,-0.937744,-0.001725,-0.000107,0.000365
0.434479,557,0.015402,0.057877,-0.937744,-0.001725,-0.000107,0.000365
0.435215,558,0.006402,0.036877,-0.939744,-0.001635,-0.000107,0.000265
0.436199,559,0.010402,0.035877,-0.931744,-0.001635,0.000133,5.5e-05
0.436941,560,-0.022598,0.027877,-0.935744,-0.001595,5.3e-05,0.000395
0.437671,561,0.001402,0.023877,-0.947744,-0.001785,-8.7e-05,0.000555
0.438409,562,0.001402,0.023877,-0.947744,-0.001785,-8.7e-05,0.000555
0.439158,563,0.001402,0.037877,-0.954744,-0.001635,-4.7e-05,0.000885
0.439881,564,0.024402,0.028877,-0.947744,-0.001735,-5.7e-05,0.000225
0.440603,565,0.024402,0.028877,-0.947744,-0.001735,-5.7e-05,0.000225
0.441339,566,0.023402,0.033877,-0.980744,-0.001815,0.000153,9.5e-05
0.44208,567,0.024402,0.031877,-0.965744,-0.001665,5.3e-05,0.000455
0.442808,568,0.022402,0.050877,-0.957744,-0.001635,4.3e-05,3.5e-05
0.443544,569,0.022402,0.050877,-0.957744,-0.001635,4.3e-05,3.5e-05
0.444285,570,0.007402,0.043877,-0.946744,-0.001645,6.3e-05,0.000275
0.445012,571,0.002402,0.029877,-0.939744,-0.001625,-3.7e-05,0.000505
0.445731,572,-0.003598,0.057877,-0.913744,-0.001695,1.3e-05,0.000325
0.446475,573,-0.003598,0.057877,-0.913744,-0.001695,1.3e-05,0.000325
0.447213,574,0.007402,0.044877,-0.926744,-0.001605,5.3e-05,0.000765
0.447952,575,0.022402,0.029877,-0.991744,-0.001635,-0.000117,0.000765
0.448691,576,0.014402,0.023877,-0.997744,-0.001625,-7.7e-05,5e-06
0.449423,577,0.014402,0.023877,-0.997744,-0.001625,-7.7e-05,5e-06
0.450158,578,0.002402,0.006877,-0.981744,-0.001655,-4.7e-05,0.000765
0.450891,579,0.016402,0.020877,-0.960744,-0.001845,-8.7e-05,0.000955
0.451615,580,0.021402,0.020877,-0.948744,-0.001595,0.000133,0.000335
0.452353,581,0.021402,0.020877,-0.948744,-0.001595,0.000133,0.000335
0.453077,582,0.015402,0.029877,-0.973744,-0.001665,9.3e-05,0.000345
0.453809,583,0.015402,0.023877,-0.966744,-0.001775,1.3e-05,0.000775
0.454542,584,0.015402,0.023877,-0.966744,-0.001775,1.3e-05,0.000775
0.455321,585,0.013402,0.025877,-0.973744,-0.001615,-7e-06,0.000965
0.455996,586,0.005402,0.020877,-0.953744,-0.001655,-1.7e-05,0.000455
0.456731,587,-0.018598,0.015877,-0.972744,-0.001605,-2.7e-05,0.000875
0.457467,588,-0.018598,0.015877,-0.972744,-0.001605,-2.7e-05,0.000875
0.458205,589,-0.002598,0.043877,-1.005744,-0.001675,-1.7e-05,0.000635
0.458961,590,0.025402,0.027877,-0.974744,-0.001785,8.3e-05,0.000445
0.459693,591,0.011402,0.040877,-0.983744,-0.001785,5.3e-05,0.000895
0.460434,592,0.011402,0.040877,-0.983744,-0.001785,5.3e-05,0.000895
0.461171,593,0.008402,0.022877,-0.957744,-0.001635,-0.000107,0.000525
0.461899,594,0.001402,0.024877,-0.933744,-0.001715,-7.7e-05,0.000405
0.462635,595,0.017402,0.026877,-0.950744,-0.001645,-1.7e-05,0.000825
0.463367,596,0.017402,0.026877,-0.950744,-0.001645,-1.7e-05,0.000825
0.464105,597,0.023402,0.027877,-0.960744,-0.001745,0.000163,0.000865
0.46484,598,-0.011598,0.029877,-0.976744,-0.001685,-0.000107,0.000145
0.465569,599,-0.011598,0.029877,-0.976744,-0.001685,-0.000107,0.000145
0.466308,600,-0.009598,0.035877,-0.966744,-0.001785,-7.7e-05,0.000645
0.467052,601,0.007402,0.025877,-0.935744,-0.001655,-7e-06,0.000335
0.467774,602,0.002631,0.008787,-0.117017,3e-06,-1.1e-05,-0.000501
0.468514,603,0.002631,0.008787,-0.117017,3e-06,-1.1e-05,-0.000501
0.469269,604,-0.007369,0.006787,-0.087017,-0.000167,3.9e-05,0.000139
0.469993,605,-0.001369,0.002787,-0.094017,-1.7e-05,-1.1e-05,-0.000161
0.470724,606,-0.000369,0.003787,-0.096017,-0.000117,-4.1e-05,-1.1e-05
0.471464,607,-0.000369,0.003787,-0.096017,-0.000117,-4.1e-05,-1.1e-05
0.472204,608,-0.011369,0.027787,-0.074017,-7e-06,-0.000101,0.000189
0.472932,609,-0.024369,0.013787,-0.087017,-3.7e-05,9e-06,0.000479
0.47366,610,-0.004369,-0.007213,-0.078017,-1.7e-05,6.9e-05,-0.000321
0.474394,611,-0.004369,-0.007213,-0.078017,-1.7e-05,6.9e-05,-0.000321
0.475124,612,0.017631,0.005787,-0.087017,3e-06,-5.1e-05,0.000189
0.47586,613,0.024631,0.008787,-0.072017,-0.000137,1.9e-05,9e-06
0.476591,614,0.024631,0.008787,-0.072017,-0.000137,1.9e-05,9e-06
0.477328,615,0.005631,0.026787,-0.113017,-9.7e-05,-4.1e-05,8.9e-05
0.47806,616,-0.003369,0.024787,-0.111017,-2.7e-05,-7.1e-05,6.9e-05
0.478795,617,0.001631,0.011787,-0.103017,-0.000157,-0.000111,0.000199
0.479531,618,0.001631,0.011787,-0.103017,-0.000157,-0.000111,0.000199
0.48027,619,0.000631,0.015787,-0.101017,-0.000107,-0.000111,7.9e-05
0.481,620,-0.008369,-0.003213,-0.120017,1.3e-05,-4.1e-05,-0.000121
0.481737,621,0.001631,-0.006213,-0.110017,6.3e-05,-6.1e-05,0.000129
0.48247,622,0.001631,-0.006213,-0.110017,6.3e-05,-6.1e-05,0.000129
0.483204,623,0.006631,0.013787,-0.089017,-7e-06,-7.1e-05,-0.000161
0.483939,624,0.009631,0.023787,-0.092017,-0.000147,-1.1e-05,7.9e-05
0.484675,625,-0.012369,0.011787,-0.058017,-7.7e-05,-0.000131,-0.000111
0.485412,626,-0.012369,0.011787,-0.058017,-7.7e-05,-0.000131,-0.000111
0.486148,627,-0.014369,-0.006213,-0.086017,-2.7e-05,-8.1e-05,0.000279
0.486885,628,-0.013369,0.010787,-0.100017,-3.7e-05,-0.000131,4.9e-05
0.487653,629,0.001631,0.015787,-0.119017,-0.000117,-3.1e-05,0.000229
0.48834,630,0.001631,0.015787,-0.119017,-0.000117,-3.1e-05,0.000229
0.489108,631,-0.025369,0.023787,-0.113017,-5.7e-05,-0.000291,-0.000421
0.48984,632,0.004631,-0.002213,-0.131017,-7.7e-05,-0.000121,-0.000461
0.490579,633,0.004631,-0.002213,-0.131017,-7.7e-05,-0.000121,-0.000461
0.491334,634,-0.009369,0.030787,-0.112017,-0.000117,-6.1e-05,-0.000131
0.492046,635,-0.001369,0.022787,-0.104017,-2.7e-05,-1.1e-05,-0.000211
0.492753,636,0.003631,0.006787,-0.131017,-1.7e-05,-0.000101,-0.000221
0.49349,637,0.003631,0.006787,-0.131017,-1.7e-05,-0.000101,-0.000221
0.494219,638,-0.006369,0.022787,-0.124017,-0.000207,-3.1e-05,0.000509
0.494967,639,-0.001369,0.000787,-0.101017,-6.7e-05,-0.000121,0.000629
0.495691,640,0.002631,0.021787,-0.085017,-0.000137,-5.1e-05,9e-06
0.496455,641,0.002631,0.021787,-0.085017,-0.000137,-5.1e-05,9e-06
0.497181,642,-0.007369,0.015787,-0.083017,-2.7e-05,1.9e-05,-0.000201
0.497903,643,0.010631,-0.000213,-0.091017,-4.7e-05,-9.1e-05,-9.1e-05
0.498633,644,0.000631,0.012787,-0.134017,-4.7e-05,-0.000121,0.000119
0.499374,645,0.000631,0.012787,-0.134017,-4.7e-05,-0.000121,0.000119
0.500107,646,0.004631,0.032787,-0.096017,-2.7e-05,-1e-06,1.9e-05
0.500855,647,-0.023369,0.032787,-0.090017,-0.000107,-0.000131,-0.000111
0.501576,648,-0.023369,0.032787,-0.090017,-0.000107,-0.000131,-0.000111
0.502381,649,-0.001369,0.017787,-0.114017,-0.000137,-0.000161,0.000249
0.503082,650,0.006631,0.006787,-0.068017,-0.000247,7.9e-05,-1.1e-05
0.503797,651,-0.012369,-0.007213,-0.117017,-0.000177,-0.000201,-0.000111
0.504528,652,-0.012369,-0.007213,-0.117017,-0.000177,-0.000201,-0.000111
0.50527,653,-0.013369,0.019787,-0.093017,-0.000217,-1e-06,-0.000551
0.506009,654,0.007631,0.008787,-0.094017,-0.000137,-0.000121,-0.000121
0.506749,655,0.001631,-0.008213,-0.117017,3e-06,-2.1e-05,0.000469
0.507488,656,0.001631,-0.008213,-0.117017,3e-06,-2.1e-05,0.000469
0.508223,657,-0.010369,0.000787,-0.119017,-0.000127,-9.1e-05,-0.000131
0.509193,658,-0.001369,0.029787,-0.123017,-0.000127,-4.1e-05,-0.000111
0.50993,659,0.007631,-0.004213,-0.137017,3e-06,-1.1e-05,-0.000211
0.510653,660,0.017631,0.022787,-0.100017,-0.000197,9e-06,-0.000211
0.511396,661,0.017631,0.022787,-0.100017,-0.000197,9e-06,-0.000211
0.512127,662,-0.004369,0.015787,-0.064017,-0.000217,-0.000111,4.9e-05
0.512852,663,-0.002369,0.003787,-0.112017,-0.000157,-0.000141,-0.000141
0.513587,664,-0.002369,0.003787,-0.112017,-0.000157,-0.000141,-0.000141
0.514323,665,-0.010369,0.005787,-0.103017,-6.7e-05,-5.1e-05,-0.000311
0.51506,666,-0.003369,-0.005213,-0.147017,-0.000107,9e-06,-0.000671
0.515797,667,-0.016369,0.011787,-0.103017,-0.000127,-0.000161,-0.000451
0.516533,668,-0.016369,0.011787,-0.103017,-0.000127,-0.000161,-0.000451
0.517276,669,-0.016369,0.010787,-0.093017,-0.000167,-0.000201,-0.000501
0.518011,670,0.004631,0.023787,-0.107017,-0.000147,-9.1e-05,-5.1e-05
0.51875,671,-0.005369,0.023787,-0.120017,-6.7e-05,-7.1e-05,-0.000381
0.519488,672,-0.005369,0.023787,-0.120017,-6.7e-05,-7.1e-05,-0.000381
0.520226,673,0.001631,0.000787,-0.129017,-5.7e-05,-0.000131,0.000229
0.521214,674,0.005631,0.019787,-0.134017,-0.000167,-0.000131,0.000529
0.522295,675,0.012631,0.020787,-0.118017,-0.000257,-4.1e-05,0.000379
0.523329,676,0.007631,0.014787,-0.101017,-0.000107,-6.1e-05,-0.000101
0.524294,677,0.019631,0.025787,-0.088017,-0.000187,-4.1e-05,-0.000151
0.525245,678,-0.016369,0.010787,-0.110017,-0.000167,-0.000111,9e-06
0.526303,679,-0.014369,0.024787,-0.121017,-0.000117,-0.000171,0.000449
0.527284,680,-0.000369,0.007787,-0.127017,-0.000157,-7.1e-05,-0.000171
0.528184,681,0.006631,0.012787,-0.132017,-0.000137,-0.000101,-5.1e-05
0.528909,682,-0.009369,0.022787,-0.142017,1.3e-05,-0.000211,-0.000591
0.529644,683,-0.012369,0.011787,-0.142017,-7.7e-05,-0.000221,-0.000101
0.530379,684,-0.012369,0.011787,-0.142017,-7.7e-05,-0.000221,-0.000101
0.531119,685,-0.010369,-0.001213,-0.128017,1.3e-05,-1.1e-05,-0.000441
0.531856,686,0.010631,0.004787,-0.131017,3e-06,-6.1e-05,0.000239
0.532593,687,0.010631,0.004787,-0.131017,3e-06,-6.1e-05,0.000239
0.533329,688,0.003631,-0.012213,-0.112017,-0.000107,-0.000181,0.000519
0.534067,689,-0.020369,0.015787,-0.127017,-0.000127,-0.000181,9e-06
0.534803,690,-0.004369,0.024787,-0.116017,-0.000157,-0.000111,3.9e-05
0.535539,691,-0.004369,0.024787,-0.116017,-0.000157,-0.000111,3.9e-05
0.536258,692,0.009631,0.015787,-0.113017,-0.000147,0.000109,0.000229
